frame_start	frame_end	Left-AV	Left-CeM	Left-CL	Left-CM	Left-LD	Left-LGN	Left-LP	Left-L-Sg	Left-MDl	Left-MDm	Left-MGN	Left-MV(Re)	Left-Pf	Left-PuA	Left-PuI	Left-PuL	Left-PuM	Left-VA	Left-VAmc	Left-VLa	Left-VLp	Left-VM	Left-VPL	Right-AV	Right-CeM	Right-CL	Right-CM	Right-LD	Right-LGN	Right-LP	Right-L-Sg	Right-MDl	Right-MDm	Right-MGN	Right-MV(Re)	Right-Pf	Right-PuA	Right-PuI	Right-PuL	Right-PuM	Right-VA	Right-VAmc	Right-VLa	Right-VLp	Right-VM	Right-VPL
480	600	2146.64985	2175.20696	2479.04533	2074.23355	1721.67952	2040.43245	1671.23642	1728.27483	2284.17011	2070.07261	2027.0199	2154.25513	1625.98338	1969.18131	1930.84349	2469.8684	1779.37391	2061.06203	2467.48271	2201.76231	2305.06494	1986.71631	2210.83694	2080.8904	2248.96922	2367.83533	2516.49103	2035.0909	1937.57335	2731.49636	1727.84065	2737.20114	2403.9263	2070.12165	1737.2181	1685.32284	2396.38992	2237.71681	2047.42981	2152.81944	1793.81382	2453.6258	2002.72724	2152.95815	1529.84495	1871.454
600	900	2142.38778	2160.52005	2386.85414	2507.92711	2100.93029	1987.21134	2796.08781	1927.60465	2674.41098	2425.20338	2323.5458	1927.37024	1848.14041	2335.06242	1886.29226	2119.07324	1845.18641	1870.40909	2103.67378	2181.12974	2545.84969	1187.84875	2170.35585	2519.66503	2156.69887	2302.27966	2485.697	1918.92957	1946.89368	2498.74622	1816.07487	2807.59894	2528.62451	2063.11369	1712.82756	1953.44723	2557.0682	1933.11755	2178.42847	2045.68951	1823.92696	2099.03994	2090.14777	2371.83292	1214.21625	1971.89927
900	1200	2141.61164	1883.12804	2131.14722	1960.27522	1688.9763	1858.54797	2219.79908	1610.27248	2235.97019	1913.28923	1973.43217	1527.26942	1618.64803	1896.37933	1861.75855	1935.79647	1667.30622	1972.7669	1621.27827	2070.09419	2219.4071	1242.90649	1943.64804	1865.30814	2021.06819	1951.8244	2355.31318	1800.67771	2041.58481	2068.75386	1642.28004	2333.60898	2014.00376	2137.19343	1757.1495	1811.69648	2425.37377	2015.90138	1936.88017	1964.91983	1646.86018	2071.71564	1888.31542	2005.93915	1268.62608	1839.43051
1200	1500	2066.87339	2049.64735	2126.57016	2002.66556	1735.62932	1617.11454	1945.30653	1632.74015	2374.65781	2149.08174	1684.08447	1772.92032	1868.70663	2001.59423	1635.76325	1856.735	1677.6003	1867.4929	1839.55984	2088.79263	2277.95911	1571.08838	1868.74225	2123.01296	2133.86322	2035.58618	2245.58641	1793.71387	1894.15743	2122.40782	1551.89686	2532.19894	2277.74969	1964.46727	1908.49349	1597.74629	2251.6388	1830.49951	1808.93838	1770.34421	1870.25167	2107.44511	1892.45218	1940.37165	1054.19663	1768.86828
1500	1800	2000.44634	1878.532	2141.6722	1883.18458	1577.60693	1672.72728	2025.73877	1511.36465	2012.5001	1913.08482	1601.56111	1556.5049	1720.27575	1831.91169	1623.36835	1993.77678	1585.51394	1831.42188	1653.66897	1956.07584	1880.52976	1104.51721	1664.94998	1868.72802	2082.39376	1851.98798	1979.22187	1562.46666	1513.00444	1846.9724	1481.46886	2238.54495	2040.3289	1845.60171	1767.89784	1968.9582	1931.46671	1694.82963	1565.18786	1616.1306	1632.45372	2061.92776	1746.49816	1757.40035	1274.25838	1531.04128
1800	2100	1809.5418	1815.67012	1820.95554	1687.80431	1592.41741	1424.82372	1661.60709	1365.60242	1969.18405	1811.34073	1508.68669	1434.50749	1627.07148	1749.36163	1452.9924	1646.70582	1394.18359	1714.88916	1550.24756	1634.16747	1655.14662	1283.54797	1546.65534	1731.39516	1929.46294	1790.42801	1624.59463	1650.8091	1390.85507	1766.43799	1501.8826	1972.97195	1937.85901	1554.78416	1487.8641	1568.65343	1670.02317	1585.34891	1525.06293	1494.00601	1455.55272	1893.7564	1545.56745	1623.2091	925.27476	1364.85099
2100	2400	1747.71011	1577.00916	1882.68157	1592.85695	1267.509	1239.38914	1457.38284	1529.82558	1804.3894	1714.23394	1559.08291	1503.16724	1598.99282	1390.8524	1330.5132	1426.711	1257.20913	1571.49667	1465.92373	1584.59224	1667.03803	1074.29431	1412.72321	1696.1889	1752.98344	1671.52493	1759.12036	1574.15392	1378.15724	1842.16833	1398.69715	1943.79197	1825.20912	1612.93724	1665.88052	1542.9998	1729.02681	1354.48175	1444.53695	1444.29424	1576.59725	1729.16417	1403.03151	1448.28939	890.77555	1230.38606
2400	2700	1601.66411	1709.83462	1703.56074	1532.35029	1453.90035	1312.74138	1668.94675	1145.07707	1712.87067	1593.82005	1353.73952	1435.2795	1413.68225	1547.45426	1063.83059	1306.69747	1172.52133	1450.48844	1746.32898	1448.41157	1543.18082	1047.69775	1442.42256	1488.11265	1592.83992	1640.01324	1484.8301	1631.91014	1166.88432	1605.76962	1235.35489	1714.63603	1557.24913	1383.99114	1526.6929	1569.11406	1450.38323	1162.81443	1303.54698	1282.23595	1344.9276	1549.76731	1459.87069	1482.64596	857.65376	1128.90129
2700	3000	1300.30898	1637.74586	1325.3594	1205.57434	1385.26825	1217.56261	1452.61988	1155.97868	1458.40788	1420.19979	1306.9051	1353.63342	1094.62664	1073.68562	1076.66515	1311.56427	1016.14109	1363.73351	1763.77727	1314.38595	1305.9654	1059.99548	1291.66313	1519.54275	1518.31415	1380.50299	1445.35134	1149.2226	1275.3711	1488.29179	1195.61027	1781.33733	1636.8868	1375.56793	1198.33977	1362.23189	1497.70447	1286.90215	1273.85413	1239.02816	1380.80823	1400.53604	1362.93207	1487.56242	893.54528	1228.58176
3000	3300	1448.86104	1632.46859	1295.10362	1443.24016	998.5167	1138.91623	1231.86823	1032.94968	1503.67437	1414.46217	1480.05946	1609.18591	1481.76991	1124.78815	1148.414	1088.58528	936.03661	1380.61869	1508.18394	1334.89457	1395.56427	1215.18921	1282.65811	1482.25268	1556.18852	1600.99466	1409.83839	1252.39819	1253.16466	1339.64915	1160.41278	1588.11139	1409.53522	1286.28633	1441.13947	1286.77878	1328.80958	1192.68358	1316.47805	1236.57309	1331.43088	1482.62562	1542.66975	1402.15322	760.03854	1199.67347
3300	3600	1199.3039	1478.14498	1078.75909	1344.32172	933.3034	1091.9426	995.48056	1301.72374	1349.52806	1306.66264	1120.84806	1257.49742	1446.47485	1099.13787	993.63923	1235.90864	1022.26636	1335.42119	1450.65679	1163.13396	1157.2994	1016.10687	1140.48774	1312.58415	1354.53125	1502.30496	1131.35628	1255.82251	1242.55765	1264.67208	1277.62521	1300.41162	1254.61787	1371.56601	1114.32756	1201.20215	1143.86369	1182.02705	1238.77006	1013.93726	1174.47995	1350.76378	1293.98805	1227.80494	926.43726	1193.30232
3600	3900	1420.4056	1070.1915	1450.68628	1179.91374	1030.52783	1075.65934	1297.54056	948.62082	1197.08968	1195.5148	1218.70621	1018.64789	1098.41185	1045.96837	983.2482	984.12943	878.86196	1107.72867	1045.75298	1170.33476	1179.99666	1014.64868	1097.86286	1436.58722	1276.44958	1195.4135	1216.90326	1019.22723	1149.8508	1145.47059	1072.52838	1301.6187	1354.8938	1269.01263	1253.96211	1414.32452	1237.89365	1010.85073	1147.39175	1057.58513	1351.23186	1352.47868	1149.41818	1111.68367	787.2672	1112.86752
3900	4200	919.60754	1379.22612	926.04656	1126.53252	1076.08442	1013.89086	1181.85136	761.63118	1297.29972	1254.49041	1052.09039	1101.05566	992.43524	947.93697	870.23361	967.63346	833.47266	1097.81936	1469.67812	1071.75104	1072.51262	875.31921	1016.00091	982.97206	1345.4658	1162.55341	1444.615	1203.4829	1039.32714	1102.43805	1300.04828	1389.11377	1275.98908	1171.4755	1138.8886	1437.00829	1345.02641	1145.31057	1046.67076	1052.18313	1078.99827	1458.95983	1091.33916	1119.74119	873.46742	1136.87398
4200	4500	1070.59345	1185.29511	1029.16181	1349.17785	854.61541	1101.82078	883.58305	1328.84875	1072.80384	1061.12796	1321.94895	1272.53268	1616.12543	986.6275	885.61281	936.39024	862.32483	1021.25801	1355.55105	1074.46629	1057.45152	973.67902	1012.97171	1324.53651	1192.59753	1266.6295	1294.6571	921.01965	1068.55984	891.24245	1228.45984	1204.72949	1013.90843	1248.93361	1330.71526	1353.60419	1058.34651	1049.74926	1082.57549	932.81922	1117.10727	1251.50307	1070.28617	1056.16127	729.23429	991.0605
4500	4800	973.67927	1117.45541	853.0106	1161.22355	940.07352	904.4444	1462.82039	1099.98139	1123.11091	1109.86883	931.66789	1132.88477	1242.57936	1177.20883	842.22926	1043.78749	839.55909	931.67482	1170.29495	1009.30138	1221.43074	817.34631	1165.2654	1320.22232	1076.48901	1112.11191	1064.88794	1049.62453	1099.68038	989.25315	1023.90687	1077.46288	1103.28595	1346.87002	1107.46684	1014.90799	932.86404	1088.38549	929.91252	904.61875	1136.58845	1061.62661	1080.64879	1023.19605	622.74566	1003.19153
4800	5100	957.93592	968.10734	1146.26584	1021.75508	1186.08796	942.28464	1133.57652	1048.83629	1092.80648	986.15801	1381.78782	1145.91684	1033.3042	899.03392	927.77482	908.08664	754.36162	952.19249	1000.55427	1112.11196	1111.71355	849.11719	926.24572	850.78234	1019.09705	846.85832	1032.13002	912.79441	1024.23432	1332.87765	938.08282	823.30684	921.59464	1097.53657	1176.44225	1030.50507	1050.73379	847.10578	1149.29496	866.14367	1069.67444	1075.43667	879.2267	982.17365	690.86435	1013.86263
5100	5400	952.30378	1012.77311	1113.47702	914.9361	1109.30861	794.5018	939.18489	933.12972	1097.80774	1016.16039	1105.8593	1079.66003	972.0682	881.4542	919.22947	911.66339	776.30158	955.03962	1192.11873	1058.15288	930.59456	790.27167	929.50237	1096.3837	930.50718	819.52811	936.67403	795.89823	916.65207	952.48317	979.82994	1054.97503	1034.6428	1043.61306	814.47875	990.16552	870.23837	920.28485	923.75239	760.15268	841.97312	940.79003	934.493	1006.5889	774.57665	929.69757
5400	5700	1054.02506	1061.23105	969.79244	1298.4844	938.43985	897.27664	943.89869	999.01559	1134.05298	1042.7341	791.82784	832.27126	1368.4092	981.83735	702.94453	799.07391	818.06053	902.74825	1039.95007	1139.39277	1212.9093	839.90503	929.91821	1004.12317	974.52766	945.13406	1144.54869	959.98431	1062.59201	1060.35899	1034.71304	950.95078	939.16777	1204.40035	778.71495	1116.0322	1073.21699	1042.08089	831.80479	932.25041	963.45453	872.51836	887.57186	927.3362	651.16835	931.22631
5700	6000	901.57927	981.11006	853.63946	1102.92095	831.21724	758.04192	926.90876	1090.87647	966.62451	972.95594	1183.52484	722.8989	1134.29747	1097.5863	817.72064	773.10318	800.3844	931.67372	791.24482	921.29308	938.60806	530.48572	912.21395	923.35919	1108.35872	858.56129	840.4898	814.04083	843.4115	1015.78915	1033.81949	921.85001	1011.23897	1067.01531	807.68907	952.41396	779.29959	930.13153	824.67705	843.21348	860.1965	1055.74904	924.36987	856.81501	781.63183	760.39457
6000	6300	972.45459	930.97968	935.81311	908.60129	1067.73186	761.69852	1113.42972	841.79462	1196.65403	1075.02949	973.04073	1100.80415	1070.86068	931.12193	745.1662	867.07227	724.82141	781.58786	891.3677	823.31433	974.26869	819.27625	956.93405	814.61512	777.08392	840.53954	801.79113	890.55183	811.70816	705.09717	907.78457	1083.72717	942.8864	759.28421	885.93161	874.16028	923.85837	891.30237	1005.6442	878.13942	692.67427	674.66534	721.08413	781.50145	666.11713	760.08086
6300	6600	904.06314	866.52031	829.3928	1000.13187	748.97092	829.63637	827.93005	883.0695	894.50258	822.69672	834.1927	888.60197	1055.52768	804.79178	631.19807	833.10973	695.92922	975.2624	894.71896	831.54322	898.35363	768.36914	832.29368	966.75416	932.12675	798.09985	730.26824	759.38111	830.52467	828.72433	748.07376	811.56384	812.60052	1121.16152	937.73319	809.21445	821.59717	741.17712	921.24072	730.48416	870.04004	940.92795	822.37427	796.49552	851.66182	849.73968
6600	6900	1040.61914	970.21162	905.9157	777.35758	628.56593	856.66154	718.1558	855.72512	869.25085	819.9977	744.17736	1010.06838	979.52608	737.33969	847.17696	839.84846	717.13935	906.26179	933.07992	834.47028	832.40089	838.44769	892.87059	1052.54852	1012.40909	858.21678	904.12036	794.34645	950.25189	754.53793	842.24289	768.50592	829.46638	892.13005	913.62681	897.43845	765.47889	817.39821	851.68492	732.83004	920.37293	1036.83757	875.81768	818.7634	963.20751	892.52136
6900	7200	1032.45824	1078.11642	977.08056	880.56865	842.69605	834.76234	999.24188	765.09192	772.02842	852.53685	1083.6261	1323.73196	800.38123	639.65747	650.99159	888.58243	668.12741	1050.77904	1051.34749	730.56658	775.84616	924.98004	789.74445	788.36843	897.32364	872.02927	820.73664	718.1181	885.74096	874.07805	858.52626	976.99295	983.74187	1019.83105	1045.56027	926.23613	985.19654	862.27924	969.17995	890.01899	762.04297	793.34926	793.0874	786.21499	834.92355	812.76139
